,Year,Wheat yield
6328,1967,1.4167
6329,1968,1.5417
6330,1969,1.5417
6331,1970,1.6667
6332,1971,1.6667
6333,1972,1.6667
6334,1973,1.6667
6335,1974,1.6667
6336,1975,1.6667
6337,1976,1.6667
6338,1977,0.8333
6339,1978,0.4583
6340,1979,0.4967
6341,1980,0.5
6342,1981,1.1887
6343,1982,3.7781
6344,1983,3.7781
6345,1984,3.7781
6346,1985,1.1008999
6347,1986,1.0989
6348,1987,1.1014999
6349,1988,1.4957
6350,1989,1.9149
6351,1990,2.3799999
6352,1991,2.3077
6353,1992,2.3148
6354,1993,2.3636
6355,1994,2.3660998
6356,1995,2.3683999
6357,1996,2.3792999
6358,1997,2.5
6359,1998,2.5667
6360,1999,3.0
6361,2000,3.1896
6362,2001,3.1826
6363,2002,3.1648
6364,2003,3.2703
6365,2004,3.0888
6366,2005,3.1919
6367,2006,2.8079998
6368,2007,3.0509
6369,2008,3.0570998
6370,2009,3.0974998
6371,2010,4.1264
6372,2011,3.3063998
6373,2012,4.6512
6374,2013,3.6745
6375,2014,3.6631
6376,2015,2.9882
6377,2016,4.2841997
6378,2017,4.2841997
6379,2018,3.8525
6380,2019,3.8497999
6381,2020,2.5332
6382,2021,3.2312
6383,1961,0.8222
6384,1962,0.8178
6385,1963,0.8303
6386,1964,0.82919997
6387,1965,0.8631
6388,1966,0.7597
6389,1967,0.811
6390,1968,1.0727
6391,1969,1.0744
6392,1970,1.171
6393,1971,1.0833
6394,1972,1.1887
6395,1973,1.2465
6396,1974,1.248
6397,1975,1.3202
6398,1976,1.4222
6399,1977,1.431
6400,1978,1.3155999
6401,1979,1.4879
6402,1980,1.568
6403,1981,1.6430999
6404,1982,1.5651
6405,1983,1.6781
6406,1984,1.4819
6407,1985,1.6122999
6408,1986,1.8806
6409,1987,1.5593
6410,1988,1.7342999
6411,1989,1.8655
6412,1990,1.8248999
6413,1991,1.841
6414,1992,1.9909999
6415,1993,1.9466
6416,1994,1.8935
6417,1995,2.0811
6418,1996,2.0184
6419,1997,2.0533
6420,1998,2.2375998
6421,1999,2.1698
6422,2000,2.4907
6423,2001,2.3253999
6424,2002,2.2621
6425,2003,2.3878
6426,2004,2.3732998
6427,2005,2.5858
6428,2006,2.5186
6429,2007,2.7156
6430,2008,2.4514
6431,2009,2.6568
6432,2010,2.5528
6433,2011,2.8328
6434,2012,2.7138
6435,2013,2.7956998
6436,2014,2.8241
6437,2015,2.7256
6438,2016,2.779
6439,2017,2.9729
6440,2018,2.8504999
6441,2019,2.8058999
6442,2020,2.8674998
6443,2021,2.9956
6444,1994,1.1192
6445,1995,1.915
6446,1996,1.8359
6447,1997,1.515
6448,1998,1.7437999
6449,1999,0.7779
6450,2000,2.4656
6451,2001,1.2121999
6452,2002,2.4192998
6453,2003,2.0749
6454,2004,2.1164
6455,2005,2.0898
6456,2006,1.8683
6457,2007,1.967
6458,2008,1.3871
6459,2009,1.3636
6460,2010,1.7892
6461,2011,1.6218
6462,2012,1.9993
6463,2013,2.4032
6464,2014,2.4032
6465,2015,1.9834
6466,2016,2.5714998
6467,2017,2.2354999
6468,2018,2.2335
6469,2019,2.2623
6470,2020,2.2925
6471,2021,2.3227
6472,1961,0.9
6473,1962,0.7
6474,1963,0.9072
6475,1964,0.64809996
6476,1965,1.0
6477,1966,1.1
6478,1967,1.201
6479,1968,1.0133
6480,1969,0.9141
6481,1970,0.7333
6482,1971,1.0641
6483,1972,0.5466
6484,1973,1.133
6485,1974,1.1632
6486,1975,0.70919997
6487,1976,1.2087
6488,1977,0.9813
6489,1978,1.1999999
6490,1979,1.2393999
6491,1980,1.7008
6492,1981,1.2377
6493,1982,1.3156999
6494,1983,1.2016
6495,1984,1.2004
6496,1985,1.5998
6497,1986,1.5996
6498,1987,2.0971
6499,1988,1.8992
6500,1989,1.4977
6501,1990,1.6571
6502,1991,1.5636
6503,1992,1.6571
6504,1993,2.2131
6505,1994,2.1494
6506,1995,1.2093999
6507,1996,2.4543998
6508,1997,1.7861999
6509,1998,1.1419
6510,1999,0.95839995
6511,2000,1.8101
6512,2001,1.8334
6513,2002,1.7263
6514,2003,2.2
6515,2004,2.2
6516,2005,2.1917999
6517,2006,1.6985999
6518,2007,2.5
6519,2008,2.0986
6520,2009,2.1
6521,2010,2.5
6522,2011,2.5049
6523,2012,2.6009998
6524,2013,2.6
6525,2014,1.5
6526,2015,1.8986
6527,2016,2.2
6528,2017,2.0
6529,2018,1.68
6530,2019,2.8
6531,2020,2.7098
6532,2021,2.0616999
6533,1961,1.0012
6534,1962,0.99259996
6535,1963,1.0157
6536,1964,0.95879996
6537,1965,0.958
6538,1966,0.9253
6539,1967,0.95199996
6540,1968,0.83
6541,1969,0.9327
6542,1970,0.92029995
6543,1971,0.88229996
6544,1972,0.8901
6545,1973,0.9011
6546,1974,0.9241
6547,1975,0.9453
6548,1976,0.95199996
6549,1977,1.0023
6550,1978,1.0076
6551,1979,1.0605999
6552,1980,0.93939996
6553,1981,1.0224999
6554,1982,1.0597
6555,1983,0.9474
6556,1984,1.03
6557,1985,1.1388
6558,1986,1.2362
6559,1987,1.2758
6560,1988,1.3227999
6561,1989,1.3550999
6562,1990,1.0847
6563,1991,0.85529995
6564,1992,1.3304
6565,1993,1.4812
6566,1994,1.242
6567,1995,1.2643
6568,1996,1.2499
6569,1997,1.115
6570,1998,1.1647999
6571,1999,1.2876999
6572,2000,1.2796999
6573,2001,1.2465
6574,2002,1.3456
6575,2003,1.3779
6576,2004,1.3872
6577,2005,1.344
6578,2006,1.336
6579,2007,1.2562
6580,2008,1.3838999
6581,2009,1.4315
6582,2010,1.4224
6583,2011,1.4719
6584,2012,1.4891
6585,2013,1.4976
6586,2014,1.5554
6587,2015,1.5529
6588,2016,1.5623
6589,2017,1.505
6590,2018,1.5403
6591,2019,1.5623
6592,2020,1.6334
6593,2021,1.7149999
6594,1961,1.9928999
6595,1962,1.9382999
6596,1963,1.989
6597,1964,1.872
6598,1965,2.0639
6599,1966,2.1501
6600,1967,2.2403998
6601,1968,2.4768
6602,1969,2.3969
6603,1970,2.3211
6604,1971,2.6478
6605,1972,2.5135
6606,1973,2.9599
6607,1974,3.2006998
6608,1975,2.8264
6609,1976,3.1355
6610,1977,2.8946
6611,1978,3.2551
6612,1979,2.7031999
6613,1980,2.5957
6614,1981,2.9648
6615,1982,3.0734
6616,1983,3.3597999
6617,1984,3.5219998
6618,1985,3.4283
6619,1986,3.7045
6620,1987,3.7238998
6621,1988,3.4801998
6622,1989,3.8542
6623,1990,3.9575
6624,1991,3.8032
6625,1992,3.0635
6626,1993,3.3279
6627,1994,3.1817
6628,1995,3.6014998
6629,1996,3.4573998
6630,1997,3.2064
6631,1998,3.6243
6632,1999,3.5042
6633,2000,3.2268
6634,2001,3.5335999
6635,2002,3.8539
6636,2003,3.4046998
6637,2004,4.2811
6638,2005,3.9545
6639,2006,3.2447
6640,2007,3.9380999
6641,2008,4.0716
6642,2009,4.1724997
6643,2010,4.429
6644,2011,4.1348
6645,2012,4.1438
6646,2013,4.4367
6647,2014,4.9721
6648,2015,4.5744
6649,2016,4.5801997
6650,2017,4.8773
6651,2018,3.9871
6652,2019,4.3034997
6653,2020,5.2342
6654,2021,4.9753
6655,1961,0.6515
6656,1962,0.8857
6657,1963,0.8002
6658,1964,0.68869996
6659,1965,0.97499996
6660,1966,0.6087
6661,1967,1.1112
6662,1968,1.2425
6663,1969,0.82809997
6664,1970,0.9375
6665,1971,1.5705
6666,1972,1.2145
6667,1973,1.2061
6668,1974,1.1762999
6669,1975,1.3037
6670,1976,1.2921
6671,1977,0.8735
6672,1978,0.7084
6673,1979,0.8829
6674,1980,1.2205
6675,1981,0.92759997
6676,1982,1.2004
6677,1983,0.98679996
6678,1984,1.5952
6679,1985,1.3952999
6680,1986,1.5813999
6681,1987,1.6473
6682,1988,1.3768
6683,1989,1.9132999
6684,1990,1.4268999
6685,1991,2.0981998
6686,1992,1.2914
6687,1993,1.6861
6688,1994,1.9667
6689,1995,1.3872
6690,1996,1.7139
6691,1997,1.1905
6692,1998,1.0151
6693,1999,1.5985999
6694,2000,1.5677999
6695,2001,0.83709997
6696,2002,1.7903999
6697,2003,0.8581
6698,2004,1.5625
6699,2005,0.6644
6700,2006,2.3846998
6701,2007,1.8629999
6702,2008,2.3028
6703,2009,1.7008
6704,2010,1.4304999
6705,2011,1.2002
6706,2012,1.0766
6707,2013,1.7635
6708,2014,2.0657
6709,2015,2.0232
6710,2016,2.3565
6711,2017,2.0542
6712,2018,2.5937998
6713,2019,2.7014
6714,2020,2.7704
6715,2021,2.4229
6716,1971,1.4
6717,1972,1.5
6718,1973,1.6999999
6719,1974,1.3333
6720,1975,0.79999995
6721,1976,0.93329996
6722,1977,1.2857
6723,1978,2.1875
6724,1979,2.1818
6725,1980,2.3518999
6726,1981,2.3214
6727,1982,3.2278
6728,1983,2.678
6729,1984,2.7031
6730,1985,2.3332999
6731,1986,2.3636
6732,1987,2.3409
6733,1988,2.2958
6734,1989,2.3332999
6735,1990,2.2996
6736,1991,2.3048
6737,1992,2.3088
6738,1993,2.3102999
6739,1994,2.3065
6740,1995,2.2969
6741,1996,2.2881
6742,1997,2.3077
6743,1998,2.2951
6744,1999,2.3056
6745,2000,2.3056
6746,2001,2.3332999
6747,2002,2.2726998
6748,2003,2.3332999
6749,2004,2.4443998
6750,2005,2.3332999
6751,2006,2.0
6752,2007,2.3188
6753,2008,3.0
6754,2009,2.3332999
6755,2010,2.25
6756,2011,2.3636
6757,2012,2.2856998
6758,2013,2.2632
6759,2014,2.5
6760,2016,2.2963
6761,2017,2.2856998
6762,2018,2.5
6763,2019,2.3332999
6764,2020,2.3
6765,2021,2.3119
6766,1911,1.29
6767,1934,0.8
6768,1950,1.02
6769,1961,1.3438
6770,1962,1.3323
6771,1963,1.3216
6772,1964,1.2923
6773,1965,1.9899999
6774,1966,1.6690999
6775,1967,1.9976
6776,1968,1.7208999
6777,1969,1.576
6778,1970,1.4459
6779,1971,2.2374
6780,1972,2.3939
6781,1973,2.3269
6782,1974,2.089
6783,1975,2.0729
6784,1976,2.8086998
6785,1977,2.8356
6786,1978,2.6712
6787,1979,2.1701
6788,1980,2.7909
6789,1981,2.5014
6790,1982,2.8399
6791,1983,2.2159998
6792,1984,3.1304998
6793,1985,2.3381
6794,1986,2.5112
6795,1987,2.8134
6796,1988,3.5942
6797,1989,3.3808
6798,1990,3.2351
6799,1991,2.5405998
6800,1992,2.195
6801,1993,2.3291
6802,1994,2.5435
6803,1995,3.0902998
6804,1996,1.7644999
6805,1997,3.0103
6806,1998,2.5963
6807,1999,2.7993
6808,2000,2.2996
6809,2001,3.0449
6810,2002,2.0579998
6811,2003,1.757
6812,2004,3.4775
6813,2005,2.9984999
6814,2006,2.7737
6815,2007,1.61
6816,2008,3.4222
6817,2009,2.4305
6818,2010,2.7
6819,2011,3.665
6820,2012,2.6592999
6821,2013,3.4786
6822,2014,3.5983999
6823,2015,3.7872
6824,2016,3.9483998
6825,2017,4.8911
6826,2018,4.7935
6827,2019,4.7488
6828,2020,2.9659998
6829,2021,4.7969
6830,1850,0.45000002
6831,1911,0.69
6832,1934,0.81000006
6833,1950,0.84
6834,1978,1.65
6835,1992,1.903
6836,1993,1.7655
6837,1994,1.4498
6838,1995,1.3945999
6839,1996,1.5449
6840,1997,1.8417
6841,1998,1.3593999
6842,1999,1.5690999
6843,2000,1.6143999
6844,2001,2.0583
6845,2002,2.0681
6846,2003,1.703
6847,2004,1.9822999
6848,2005,1.9290999
6849,2006,1.9491999
6850,2007,2.1007
6851,2008,2.4459
6852,2009,2.3181999
6853,2010,1.9181
6854,2011,2.2645
6855,2012,1.7727
6856,2013,2.2288
6857,2014,2.4975998
6858,2015,2.3883
6859,2016,2.6854
6860,2017,3.1253998
6861,2018,2.725
6862,2019,2.7015998
6863,2020,2.9759
6864,2021,2.7244
6865,1961,0.7869
6866,1962,0.79969996
6867,1963,0.80259997
6868,1964,0.3953
6869,1965,0.84959996
6870,1966,0.79999995
6871,1967,0.79999995
6872,1968,0.8495
6873,1969,0.8499
6874,1970,0.9
6875,1971,0.9001
6876,1972,0.8998
6877,1973,0.7212
6878,1974,0.82
6879,1975,0.84239995
6880,1976,0.8351
6881,1977,0.856
6882,1978,0.69159997
6883,1979,0.7532
6884,1980,0.70589995
6885,1981,0.77129996
6886,1982,0.9108
6887,1983,0.8462
6888,1984,0.83699995
6889,1985,0.9988
6890,1986,1.0347999
6891,1987,0.922
6892,1988,1.0673
6893,1989,1.1556
6894,1990,1.1811
6895,1991,1.2333
6896,1992,1.1455
6897,1993,1.1999999
6898,1994,1.1852
6899,1995,1.0442
6900,1996,1.1357
6901,1997,0.9557
6902,1998,0.7263
6903,1999,0.6974
6904,2000,0.6416
6905,2001,0.7694
6906,2002,0.6171
6907,2003,0.7653
6908,2004,0.7987
6909,2005,0.9083
6910,2006,0.85099995
6911,2007,0.89479995
6912,2008,1.0308
6913,2009,1.3845999
6914,2010,1.3934
6915,2011,1.6364
6916,2012,3.4884
6917,2013,1.814
6918,2014,1.8758999
6919,2015,1.8094
6920,2016,1.706
6921,2017,1.0157
6922,2018,1.1022
6923,2019,1.1853
6924,2020,1.0408
6925,2021,1.0393
6926,1961,1.4706
6927,1962,1.4399999
6928,1963,1.6364
6929,1964,1.5854
6930,1965,1.7502999
6931,1966,1.75
6932,1967,1.6471
6933,1968,1.7371
6934,1969,1.8571
6935,1970,1.8571
6936,1971,1.3923
6937,1972,1.0059999
6938,1973,2.0446
6939,1974,1.8422999
6940,1975,2.1262
6941,1976,1.2548
6942,1977,1.7404
6943,1978,2.0017
6944,1979,2.0907
6945,1980,2.1083
6946,1981,2.5472999
6947,1982,2.7588
6948,1983,3.3358
6949,1984,3.4687
6950,1985,3.6344
6951,1986,4.0429
6952,1987,4.4021
6953,1988,4.4982
6954,1989,4.4238997
6955,1990,4.6461
6956,1991,4.503
6957,1992,4.4609
6958,1993,4.4886
6959,1994,4.5503
6960,1995,4.472
6961,1996,4.3821
6962,1997,4.4497
6963,1998,4.4999
6964,1999,4.2525997
6965,2000,4.264
6966,2001,4.9080997
6967,2002,4.8875
6968,2003,4.8849
6969,2004,5.3066
6970,2005,5.4175
6971,2006,5.6172
6972,2007,5.6844
6973,2008,6.0877
6974,2009,5.8833
6975,2010,6.1474
6976,2011,6.1429
6977,2012,5.9254
6978,2013,6.4333
6979,2014,5.8799996
6980,2015,6.1419997
6981,2016,5.9249997
6982,2017,6.4333
6983,2018,6.5334
6984,2019,5.9023
6985,2020,6.3754997
6986,2021,6.7
6987,2006,3.474
6988,2007,3.3327
6989,2008,4.2991
6990,2009,3.6423
6991,2010,3.3672
6992,2011,4.2114
6993,2012,3.977
6994,2013,4.2592
6995,2014,3.9473999
6996,2015,4.1161
6997,2016,4.8469996
6998,2017,4.092
6999,2018,4.5741997
7000,2019,4.389
7001,2020,4.9447
7002,2021,5.7493
7003,1992,3.1034
7004,1993,3.4089
7005,1994,3.5784
7006,1995,3.4171
7007,1996,2.5846
7008,1997,3.6409
7009,1998,3.7268999
7010,1999,3.287
7011,2000,2.9508
7012,2001,3.6562998
7013,2002,3.2293
7014,2003,2.2772
7015,2004,4.334
7016,2005,3.5626
7017,1993,3.8474
7018,1994,4.8518
7019,1995,4.4379
7020,1996,4.1302
7021,1997,4.5723
7022,1998,4.1726
7023,1999,4.0133
7024,2000,3.0951998
7025,2001,4.0102
7026,2002,3.8302
7027,2003,3.0312998
7028,2004,4.7988
7029,2005,4.3111
7030,2006,3.8460999
7031,2007,3.8249
7032,2008,4.8693
7033,2009,4.0557
7034,2010,3.4645998
7035,2011,4.4953
7036,2012,3.2856
7037,2013,4.5808
7038,2014,5.4639997
7039,2015,5.5098
7040,2016,5.8434
7041,2017,4.7386
7042,2018,4.7795997
7043,2019,4.7665997
7044,2020,5.5113
7045,2021,5.6089997
7046,1992,4.1937
7047,1993,3.843
7048,1994,4.33
7049,1995,4.23
7050,1996,3.8999999
7051,1997,4.1556997
7052,1998,4.8279
7053,1999,3.7087
7054,2000,4.2492
7055,2001,4.6036
7056,2002,4.8943
7057,2003,3.4543
7058,2004,4.5339
7059,2005,4.7005
7060,2006,4.1907
7061,2007,4.1616
7062,2008,4.5264997
7063,2009,3.9643
7064,2010,4.8044
7065,2011,5.177
7066,2012,5.4375997
7067,2013,4.3528
7068,2014,5.2302
7069,2015,5.1102
7070,2016,5.1863
7071,2017,5.0313997
7072,2018,4.3817
7073,2019,5.2304997
7074,2020,5.7963
7075,2021,5.7651997
7076,1961,2.5
7077,1962,2.5
7078,1963,2.5
7079,1964,2.5
7080,1965,2.5
7081,1966,2.5
7082,1967,3.0
7083,1968,2.6875
7084,1969,2.8999999
7085,1970,2.8571
7086,1971,1.3333
7087,1972,2.5
7088,1973,3.35
7089,1974,3.25
7090,1975,3.0
7091,1976,2.0
7092,1977,2.0
7093,1978,2.2222
7094,1979,1.2069
7095,1980,1.0638
7096,1981,1.3978
7097,1982,1.6245999
7098,1983,0.8247
7099,1984,0.7327
7100,1985,1.8349999
7101,1986,1.8391999
7102,1987,1.5
7103,1988,1.3199999
7104,1989,1.13
7105,1990,0.7317
7106,1991,1.3812
7107,1992,2.0273
7108,1993,1.8519
7109,1994,1.9570999
7110,1995,1.9399999
7111,1996,1.8729999
7112,1997,1.8888999
7113,1998,1.9749999
7114,1999,1.75
7115,2001,1.8499999
7116,2003,1.9
7117,2004,1.8944999
7118,2005,1.8931999
7119,2012,1.915
7120,2013,1.9194
7121,2015,0.7022
7122,2016,0.6543
7123,2017,0.6017
7124,2018,0.6432
7125,2019,0.4522
7126,2020,0.76989996
7127,2021,0.4522
7128,1985,0.3611
7129,1986,0.3611
7130,1987,0.3703
7131,1988,0.3703
7132,1989,0.36839998
7133,1990,0.37
7134,1991,0.3667
7135,1992,0.36839998
7136,1993,0.37
7137,1994,0.3701
7138,1995,0.3708
7139,1996,0.3714
7140,1997,0.3724
7141,1998,0.375
7142,1999,0.37219998
7143,2000,0.3692
7144,2001,0.3654
7145,2002,0.37359998
7146,2003,0.37629998
7147,2004,0.3786
7148,2005,0.38709998
7149,2006,0.3692
7150,2007,0.37849998
7151,2008,0.38059998
7152,2009,0.3834
7153,2010,0.3868
7154,2011,0.3901
7155,2012,0.39999998
7156,2013,0.39999998
7157,2014,0.3951
7158,2015,0.3956
7159,2016,0.3958
7160,2017,0.3964
7161,2018,0.3972
7162,2019,0.39819998
7163,2020,0.3992
7164,2021,0.40019998
7165,1961,0.61899996
7166,1962,0.51269996
7167,1963,0.5793
7168,1964,0.80359995
7169,1965,0.4824
7170,1966,0.48319998
7171,1967,0.8297
7172,1968,0.7467
7173,1969,0.7114
7174,1970,0.7233
7175,1971,0.8308
7176,1972,0.8656
7177,1973,0.92399997
7178,1974,0.8558
7179,1975,0.9744
7180,1976,1.1474999
7181,1977,1.0279
7182,1978,0.8929
7183,1979,1.0967
7184,1980,0.9047
7185,1981,1.3002
7186,1982,1.2141
7187,1983,0.9808
7188,1984,1.208
7189,1985,0.8538
7190,1986,1.1989
7191,1987,1.8032999
7192,1988,1.8018999
7193,1989,1.0906
7194,1990,1.0934
7195,1991,1.4915999
7196,1992,1.7652999
7197,1993,1.8454
7198,1994,1.7560999
7199,1995,1.4506999
7200,1996,2.0960999
7201,1997,1.7574999
7202,1998,2.5295
7203,1999,2.4136999
7204,2000,2.5997
7205,2001,2.5707998
7206,2002,2.5906
7207,2003,2.0679998
7208,2004,2.0325
7209,2005,2.3665
7210,2006,2.7516
7211,2007,3.0142
7212,2008,2.8476
7213,2009,3.0475
7214,2010,2.5623
7215,2011,3.3156998
7216,2012,3.7475998
7217,2013,3.6992998
7218,2014,3.6720998
7219,2015,2.9866
7220,2016,3.7570999
7221,2017,3.1225
7222,2018,3.7110999
7223,2019,2.8425999
7224,2020,4.1584997
7225,2021,4.3118
7226,1961,1.1358268
7227,1962,1.3453113
7228,1963,1.3791425
7229,1964,1.6361418
7230,1965,1.2445667
7231,1966,1.1882915
7232,1967,1.213782
7233,1968,1.0249571
7234,1969,1.2721868
7235,1970,1.249544
7236,1971,1.1826997
7237,1972,1.2396811
7238,1973,1.4337177
7239,1974,1.321026
7240,1975,1.2525889
7241,1976,1.3882709
7242,1977,1.0957785
7243,1978,1.4262615
7244,1979,1.3073628
7245,1980,1.3153248
7246,1981,1.3395393
7247,1982,1.6414075
7248,1983,1.6795839
7249,1984,1.9916968
7250,1985,1.6289598
7251,1986,1.679325
7252,1987,1.8842533
7253,1988,1.8297627
7254,1989,1.8812577
7255,1990,1.7172396
7256,1991,1.8289338
7257,1992,2.0109348
7258,1993,2.12895
7259,1994,1.9912289
7260,1995,2.0979812
7261,1996,1.9775157
7262,1997,2.1702442
7263,1998,2.4232893
7264,1999,2.2067702
7265,2000,2.3550267
7266,2001,2.3896813
7267,2002,2.1141226
7268,2003,2.2032592
7269,2004,2.4519014
7270,2005,2.501082
7271,2006,2.3383276
7272,2007,2.537983
7273,2008,2.7258496
7274,2009,2.1020238
7275,2010,2.8288386
7276,2011,3.1832767
7277,2012,2.947735
7278,2013,2.6962066
7279,2014,2.4887245
7280,2015,2.6232238
7281,2016,2.986929
7282,2017,3.0032656
7283,2018,2.9827702
7284,2019,3.0871594
7285,2020,2.875772
7286,2021,2.8242288
7287,1961,1.1358
7288,1962,1.3453
7289,1963,1.3791
7290,1964,1.6360999
7291,1965,1.2445999
7292,1966,1.1883
7293,1967,1.2138
7294,1968,1.025
7295,1969,1.2722
7296,1970,1.2494999
7297,1971,1.1826999
7298,1972,1.2397
7299,1973,1.4337
7300,1974,1.321
7301,1975,1.2526
7302,1976,1.3883
7303,1977,1.0957999
7304,1978,1.4262999
7305,1979,1.3074
7306,1980,1.3153
7307,1981,1.3395
7308,1982,1.6414
7309,1983,1.6796
7310,1984,1.9916999
7311,1985,1.629
7312,1986,1.6793
7313,1987,1.8843
7314,1988,1.8298
7315,1989,1.8813
7316,1990,1.7171999
7317,1991,1.8289
7318,1992,2.0109
7319,1993,2.129
7320,1994,1.9912
7321,1995,2.098
7322,1996,1.9775
7323,1997,2.1701999
7324,1998,2.4233
7325,1999,2.2068
7326,2000,2.355
7327,2001,2.3897
7328,2002,2.1141
7329,2003,2.2033
7330,2004,2.4519
7331,2005,2.5010998
7332,2006,2.3383
7333,2007,2.5379999
7334,2008,2.7258
7335,2009,2.102
7336,2010,2.8288
7337,2011,3.1833
7338,2012,2.9477
7339,2013,2.6962
7340,2014,2.4887
7341,2015,2.6232
7342,2016,2.9868999
7343,2017,3.0033
7344,2018,2.9828
7345,2019,3.0872
7346,2020,2.8758
7347,2021,2.8242
7348,1961,2.2656999
7349,1962,2.0093
7350,1963,1.6559
7351,1964,2.1218998
7352,1965,1.9799999
7353,1966,2.0585
7354,1967,2.0548
7355,1968,2.19
7356,1969,2.3899999
7357,1970,2.26
7358,1971,2.2674
7359,1972,2.375
7360,1973,2.3079998
7361,1974,2.0341
7362,1975,2.2175999
7363,1976,2.2226999
7364,1977,1.6844
7365,1978,2.0891
7366,1979,3.207
7367,1980,3.2997
7368,1981,2.9011
7369,1982,3.3481998
7370,1983,4.2213
7371,1984,2.6887
7372,1985,3.4257
7373,1986,2.9378998
7374,1987,3.0235
7375,1988,3.2842
7376,1989,3.0797
7377,1990,3.0238
7378,1991,3.0955
7379,1992,3.3658998
7380,1993,2.7112
7381,1994,3.7045
7382,1995,4.4386
7383,1996,3.9192998
7384,1997,4.0441
7385,1998,3.4847
7386,1999,3.6699
7387,2000,2.5451999
7388,2001,3.1049
7389,2002,3.2268
7390,2003,3.0512
7391,2004,3.3288999
7392,2005,3.2057998
7393,2006,3.3428998
7394,2007,3.8128
7395,2008,4.0639
7396,2009,3.7066998
7397,2010,3.1173
7398,2011,3.3483999
7399,2012,3.9097998
7400,2013,2.5851998
7401,2014,3.2603
7402,2015,2.6234
7403,2016,3.7073998
7404,2017,4.0316
7405,2018,3.9073
7406,2019,4.0214
7407,2020,3.2512999
7408,2021,5.0
7409,1961,0.3078
7410,1962,0.41239998
7411,1963,0.5582
7412,1964,0.6762
7413,1965,0.64449996
7414,1966,0.6344
7415,1967,0.49789998
7416,1968,0.57629997
7417,1969,0.4684
7418,1970,0.555
7419,1971,0.6243
7420,1972,0.5499
7421,1973,0.54789996
7422,1974,0.45549998
7423,1975,0.7452
7424,1976,0.6526
7425,1977,0.87829995
7426,1978,1.0256
7427,1979,0.50369996
7428,1980,1.1064
7429,1981,1.11
7430,1982,1.3341
7431,1983,1.263
7432,1984,1.5942
7433,1985,1.7430999
7434,1986,1.7120999
7435,1987,1.7285999
7436,1988,1.306
7437,1989,1.0723
7438,1990,0.95239997
7439,1991,0.9551
7440,1992,0.9371
7441,1993,0.93009996
7442,1994,0.81979996
7443,1995,0.8407
7444,1996,0.94269997
7445,1997,1.0286
7446,1998,0.95589995
7447,1999,1.0914999
7448,2000,1.143
7449,2001,1.1840999
7450,2002,1.2602
7451,2003,1.2802
7452,2004,1.3864
7453,2005,1.3866999
7454,2006,1.5162
7455,2007,1.5695
7456,2008,1.7005
7457,2009,1.7192
7458,2010,1.7708
7459,2011,1.767
7460,2012,1.7735
7461,2013,1.8012999
7462,2014,1.8378999
7463,2015,1.8505
7464,2016,1.1837
7465,2017,1.8678999
7466,2018,1.8556999
7467,2019,1.8629999
7468,2020,1.8463
7469,2021,1.4221
7470,1961,0.63049996
7471,1962,0.52639997
7472,1963,0.5888
7473,1964,0.8024
7474,1965,0.49429998
7475,1966,0.50339997
7476,1967,0.8222
7477,1968,0.7425
7478,1969,0.70769995
7479,1970,0.72069997
7480,1971,0.8215
7481,1972,0.8343
7482,1973,0.90889996
7483,1974,0.8522
7484,1975,0.9705
7485,1976,1.1381999
7486,1977,1.0386
7487,1978,0.904
7488,1979,1.0949
7489,1980,0.9073
7490,1981,1.2966
7491,1982,1.2083
7492,1983,0.9752
7493,1984,1.2003
7494,1985,0.8497
7495,1986,1.1953
7496,1987,1.7871
7497,1988,1.786
7498,1989,1.0835999
7499,1990,1.0892999
7500,1991,1.4642999
7501,1992,1.7516999
7502,1993,1.8370999
7503,1994,1.7247
7504,1995,1.4439
7505,1996,2.0867
7506,1997,1.7580999
7507,1998,2.5049999
7508,1999,2.3676
7509,2000,2.5528
7510,2001,2.5609
7511,2002,2.5265
7512,2003,2.0066
7513,2004,1.9959999
7514,2005,2.3344
7515,2006,2.6884
7516,2007,2.9845
7517,2008,2.8046
7518,2009,2.9703999
7519,2010,2.5491998
7520,2011,3.2524
7521,2012,3.6905
7522,2013,3.658
7523,2014,3.6023
7524,2015,2.9593
7525,2016,3.7115
7526,2017,3.1015
7527,2018,3.669
7528,2019,2.8356
7529,2020,4.1405997
7530,2021,4.2674
7531,1961,0.8542
7532,1962,0.86789995
7533,1963,0.79649997
7534,1964,0.76989996
7535,1965,0.8843
7536,1966,0.8128
7537,1967,0.8754
7538,1968,1.0412999
7539,1969,1.0847
7540,1970,1.1106
7541,1971,1.1314
7542,1972,1.2069
7543,1973,1.1797
7544,1974,1.1206
7545,1975,1.2455
7546,1976,1.3404
7547,1977,1.318
7548,1978,1.3646
7549,1979,1.4695
7550,1980,1.3817999
7551,1981,1.4922999
7552,1982,1.5426999
7553,1983,1.6367999
7554,1984,1.6431999
7555,1985,1.6685
7556,1986,1.8319999
7557,1987,1.6862999
7558,1988,1.7563
7559,1989,1.9131999
7560,1990,1.8707999
7561,1991,1.9937999
7562,1992,2.098
7563,1993,2.0532
7564,1994,2.0837
7565,1995,2.2514
7566,1996,2.1728
7567,1997,2.3125
7568,1998,2.2872
7569,1999,2.3455
7570,2000,2.4684
7571,2001,2.4048
7572,2002,2.4886
7573,2003,2.4162998
7574,2004,2.4938
7575,2005,2.4572
7576,2006,2.4398
